Student_Id,Question,Answer Choices,Answer,Difficulty,Assigned Points
Candidate 446,"Hvilke utsagn om while-løkker er SANNE? Velg ett eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) En while-løkke kan IKKE inneholde andre løkker som en del av sin kodesekvens.
B) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke
C) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)
D) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False","B) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke
C) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)",hard,1.5
Candidate 446,"Hva er betydningen av __init__ -metoden i Python?

Velg ett eller flere alternativer","A) Det er et reservert nøkkelord til bruk i if-setninger.
B) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.
C) Det er en spesialmetode for å håndtere feilmeldinger/exceptions.
D) Det brukes til å sortere lister.",B) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.,easy,0.5
Candidate 446,"Hva er hensikten med super()-metoden i Python?

Velg ett eller flere alternativer","A) Generere tilfeldige tall.
B) Kalle på metoder som fins i foreldreklassen.
C) Runde av flyt-tall til valgt antall desimaler.
D) Konvertere heltall til en string.",B) Kalle på metoder som fins i foreldreklassen.,medium,0.5
Candidate 446,"Hva brukes continue til i Python? 
Velg ett eller flere alternativer","A) Avslutte en funksjon.
B) Avslutte hele programmet.
C) Hoppe over resten av koden i nåværende iterasjon av en løkke.
D) Få en løkke til å gå uendelig.",C) Hoppe over resten av koden i nåværende iterasjon av en løkke.,medium,1.0
Candidate 446,"Hva må vi sette inn i koden (rød strek på linje 3) for at 15 skal skrives ut?

a=8
b=7
if a __ b:
      print(a + b)

Velg ett eller flere alternativer","A) ==
B) <
C) !=
D) >","C) !=
D) >",medium,1.0
Candidate 446,"total = 0
ls = [1,2,3,4,5,6]
for number in ls:
      total = total + number

print(total)


Hva skrives ut når dette programmet kjøres?

Velg ett alternativ:","A) 0
B) 21
C) 6
D) 20",B) 21,easy,0.25
Candidate 446,"ls = [1,2,-3,4,-5,6]
 i = 0 
while i<len(ls): 
     ls[i] = ls[i] * 2 
     i = i + 1 

print(ls[4]) 

Hva skrives ut når dette programmet kjøres?
 Velg ett alternativ:","A) 22
B) 8
C) 0
D) -10",D) -10,easy,0.0
Candidate 446,"def greet_person(name, greeting = ''Hei"", age= None):
       print(f""{greeting}, {name}! Alder: {age}"")

va blir utskriften?
Velg ett alternativ:
","A) ""Hei, Bob! Alder: 25""
B) ""Hei, Bob! Alder: None""
C) ""Hei, Bob!""
D) ""Hei, Bob! age=25""","A) ""Hei, Bob! Alder: 25""",medium,1.5
Candidate 446,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [1, 2, 3]
B) [1, 2, 3, [4, 5, 6]]
C) [1, 2, 3, 4, 5, 6]
D) [4, 5, 6]","C) [1, 2, 3, 4, 5, 6]",easy,0.5
Candidate 446,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
     menu - en dictionary (med samme format som beskrevet over)
     menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her",,"menu = {""Ribbe"": 145,90,
              ""Pinnekjøtt"": 155,90,
              ""Lutefisk"": 135,90,
              ""Nøttestek"": 135,90,
              ""Reinsdyrstek"": 155,90,
 
}
 
def display_menu_item(menu, menu_item):
      for menu_item in menu:
              print(f'Meny:\n {menu_item[key]} - {menu_item[value]}kr)



",medium,0.4
Candidate 446,"Nå som menyen er laget for restauranten skal det lages et system for å la kundene bestille fra
den.
Lag en funksjon som heter place_order(). Funksjonen skal ta minst 5 parametere:

    ribbe - heltall og skal ha en standardverdi på 0.
    pinne - heltall og skal ha en standardverdi på 0.
    lute - heltall og skal ha en standardverdi på 0.
    nut - heltall og skal ha en standardverdi på 0.
    rein - heltall og skal ha en standardverdi på 0.

Parameterne representerer antall som blir bestilt av hver rett og skal lagres som en dictionary
der nøklene/keys skal være navnet på rettene (samme som i oppgave 3.1) og verdi/value skal
være antall som blir bestilt (antall skal være av datatypen int).

Dersom det blir bestilt reinsdyrstek skal funksjonen skrive ut ‘Buhuu’.

Til slutt skal funksjonen returnere dictionaryen som ble opprettet. Merk at denne skal returneres
uavhengig av om 'Buhuu' blir skrevet ut.

Skriv ditt svar her
",,"#jeg antar at alle funksjonene ligger i samme fil og trenger ikke import andre funk
 
def place_order(order, ribbe=0, pinne=0, lute=0, nut=0, rein=0):
    new_order = {""ribbe"": 0, ""pinne"": 0, ""lute"": 0, ""nut"": 0, ""rein"": 0}
    order.append(new_order)
    order_choice = input(f'Vennligst velg din ordre fra menyen {display_menu_item}'
    
    order.values() = order_choise #jeg husker ikke helt syntax, men jeg ønsker å ta
        legges inn i en tom dic som heter order, fra brukerens input
    
    for food in order.items():
        if food = order.['rein']
            print(""Buhuu"")
        else:
            return order
            
    
        
        ",medium,0.4
Candidate 446,"Vi vil nå lage funksjonalitet for å regne ut prisen på de bestilte rettene. Vi skal lage to funksjoner
for dette. I denne oppgaven kan man få inntil 7 poeng dersom enten A eller B er løst. For å få 10
poeng må man ha løst begge.

A)
Definer en funksjon som heter calculate_total(). Denne skal ta minst 2 parametere:
        menu – menyen fra tidligere – dictionary
        order – en oversikt over hvor mange av hver rett som er bestilt –dictionary

Funksjonen skal regne ut summen for de bestilte rettene som fins i order.
Hent navn på retten og antall bestilt fra dictionary med bestillingen, og hent pris fra menyen (hint:nøkkel/key er like for begge dictionaryene).

Til slutt skal funksjonen returnere den totale prisen.
Ingen utskrift for denne funksjonen.



B)
Definer en funksjon som heter display_cost(). Denne skal ta minst 2 parametere:
      menu – menyen fra tidligere – dictionary
      order – en bestilling – dictionary


Funksjonen skal skrive ut navn på matrett, antall bestilt og pris for hver rett som er bestilt.

Hint: Denne funksjonen er nesten identisk med calculate_total(), og det meste av koden kan gjenbrukes fra den. Istedenfor å returnere den totale kostnaden skal den altså gi en utskrift.

Utskriften kan f.eks. se slik ut:

Ribbe - (3) - 437.70 kr
Reinsdyrstek - (2) - 311.8 kr



Skriv ditt svar her",,"#a)
order = place_order.values()
 
def calculate_total(menu, order):
      total_price = 0
      for values in menu.values(menu):
           total_price += values * order

      return total_price


#b
 
def display_cost(menu, order):
      for i in menu:
           i += order #husker ikke syntax, ønsker å gå gjennom order og hente ut verdi
      return
      print(f'{menu.keys()} - {order[value]} - {menu[value]}kr')",medium,0.4
Candidate 446,"Rudolf ønsker nå at kunden skal bekrefte sin bestilling.
Definer en funksjon som heter confirm_order(). Denne skal ta minst 1 parameter:

     order_cost – bestillingens totale kostnad - float

Funksjonen skal vise kunden den totale prisen og be kunden om å skrive inn enten ‘yes’ eller ‘no’
på spørsmål om bestillingen bekreftes. Man skal altså ta en input fra kunden.

Hvis brukeren svarer ‘yes’, skal meldingen ‘Rudolf er grønn på nesen!’ vises og funksjonen skal
returnere True.

Hvis brukeren ikke svarer ‘yes’, skal meldingen ‘Rudolf er rød på nesen’ vises og funksjonen skal returnere False.

Skriv ditt svar her",,"def confirm_order(order_cost):
 
      while True:
             choice = input(f'Din totale prisen er {order_cost}kr, godtar du bestillinge
             choise.lower() == 'yes':
             print(f'Rudolf er grønn på nesen!')
 
             if choise.lower() == 'no':
             print(f'Rudolf er rød på nesen')
                  break

",easy,0.2
Candidate 446,"Ordrehistorikk.
Rudolf ønsker å ha et system som lagrer bestillingene til senere.

1. Definer en tom liste som skal lagre bestillingene. Bestillingene som skal legges i listen skal
være av datatypen dictionary (jmf. Oppgave 3.2).

2. Definer en funksjon som skal hete record_order(). Funksjonen skal ta minst 2 parametere:
           history_list - listen der bestillingene skal lagres - en list
           order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary
   Funksjonen skal så legge til bestillingen i listen.



Skriv ditt svar her",," order_history = []

 def record_order(history_list, order):

       if order in history_list.key():
             ihistory_list[order] += order_history
       else:
             return 
      return

",medium,0.0
Candidate 446,"Filhåndtering.
Når dagen er over og restauranten stenger slår Rudolf av systemet for å spare strøm. Han
trenger derfor en måte å lagre ordrehistorikken på selv når strømmen er avslått, og for å kunne
hente den fram igjen ved en annen anledning. Han bestemmer seg for å lagre hver bestilling til en
fil etterhvert som de kommer inn.

I denne oppgaven skal du definere to funksjoner, en for å skrive til en fil og en for å lese fra en fil.
Filen bør være en json-fil.
Del A og del B teller likt.

A)
Definer en funksjon som skal hete save_order_to_file(). Denne skal ta minst 2 parametere:
   file_name - navnet på filen det skal lagres til - en string
   order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary

Funksjonen skal så lagre bestillingen (order) til filen.
Merk at tanken bak funksjonen er at den skal lagre én ordre per fil.

B)
Definer en funksjon som skal hete load_order_from_file(). Denne skal ta minst 1 parameter:
     file_name - navnet på filen det skal leses fra - en string

Dersom filen ikke finnes skal det skrives ut ""Fant ikke filen"".
Funksjonen skal lese fra filen og returnere innholdet fra filen.


Skriv ditt svar her",,"import json
 
#a)
 
filnavn = ""history.json""
 
def save_order_to_file(file_name, order):
      try:
           with open(""history.json"", ""w"") as file:
                 json.dump(file)#her kan indent=2 vært lagt inn for å få penere utskrift
 


#b)
 
def load_order_from_file(file_name):
      try:
           with open(""history.json"", ""r"") as file:
                  dict_from_file = json.load(file)
           except FileNotFoundError:
                  print(""Fant ikke filen"")
           else:
                  print(dict_from_file)



",medium,0.4
Candidate 449,"Hvordan starter du en while-loop?
Velg ett alternativ:","A) while x > y
B) while x > y:
C) x < y while {
D) while (x > y)",B) while x > y:,easy,0.75
Candidate 449,"Hvilken syntaks er korrekt for å opprette en funksjon? 
Velg ett alternativ:","A) create myFunction():
B) def myFunction():
C) gen myFunction():
D) function myFunction():
",B) def myFunction():,easy,0.75
Candidate 449,"Hvilket alternativ passer best til følgende beskrivelse? ""En samling (i form av en fil) med kode-funksjonalitet vi kan importere og benytte i koden vår."" 
Velg ett alternativ:","A) For-loop
B) Exception
C) Funksjon
D) Modul",D) Modul,hard,0.75
Candidate 449,"Hvilken av disse samlingene definerer en liste? 
Velg ett alternativ:","A) {""species"": ""honey badger"", ""name"": ""Nils""}
B) {""dog"", ""cat"", ""honey badger""}
C) [""dog"", ""cat"", ""honey badger""]
D) (""dog"", ""cat"", ""honey badger"")","C) [""dog"", ""cat"", ""honey badger""]",medium,1.0
Candidate 449,"Hvilken operator kan brukes til å gi en variabel en ny verdi? 
Velg ett alternativ:","A) >
B) ==
C) !=
D) +=",D) +=,easy,0.75
Candidate 449,"Hvilken av de følgende kodelinjene oppretter en for-løkke som vil kjøre 6 ganger? 
Velg ett alternativ","A) for number < 6:
B) for number in range(6):
C) for 0 in 6:
D) for number in numbers[6]",B) for number in range(6):,hard,1.5
Candidate 390,"Hva må vi sette inn i koden (rød strek på linje 3) for at 15 skal skrives ut?

     a = 8 
     b = 7 
     if a __  b:
           print (a + b)

Velg ett eller flere alternativer","A) >
B) !=
C) <
D) ==","A) >
B) !=",easy,0.75
Candidate 390,"total = 0
ls = [1,2,3,4,5,6]
for number in ls:
      total = total + number

print(total)

Hva skrives ut når dette programmet kjøres?
Velg ett alternativ:","A) 21
B) 20
C) 6
D) 0",A) 21,easy,0.25
Candidate 390,"ls = [1,2,-3,4,-5,6]
i = 0
while i<len(ls):
     ls[i] = ls[i] * 2
     i = i + 1

print(ls[4])

Hva skrives ut når dette programmet kjøres?
Velg ett alternativ:","A) 0
B) 22
C) -10
D) 8",C) -10,easy,0.25
Candidate 390,"def greet_person(name, greeting = ''Hei"", age= None):
       print(f""{greeting}, {name}! Alder: {age}"")

va blir utskriften?
Velg ett alternativ:
","A) ""Hei, Bob! Alder: None""
B) ""Hei, Bob! age=25""
C) ""Hei, Bob!""
D) ""Hei, Bob! Alder: 25","D) ""Hei, Bob! Alder: 25",medium,1.5
Candidate 390,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [1, 2, 3, [4, 5, 6]]
B) [1, 2, 3, 4, 5, 6]
C) [1, 2, 3]
D) [4, 5, 6]","B) [1, 2, 3, 4, 5, 6]",easy,0.5
Candidate 390,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
       menu - en dictionary (med samme format som beskrevet over)
       menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her
",,"menu = {
       ""Ribbe"": 145.90,
       ""Pinnekjøtt"": 155.90,
       ""Lutefisk"": 135.90,
       ""Nøttestek"":135.90,
       ""Reinsdyrestek"": 155.90
}


def display_menu_item(menu,menu_item):

       navn_på_maten = menu_item
       nøkkelverdien_til_menyen = menu[navn_på_maten]

       print(f""{navn_på_maten} - {nøkkelverdien_til_menyen}kr"")",medium,0.4
Candidate 390,"Nå som menyen er laget for restauranten skal det lages et system for å la kundene bestille fra
den.
Lag en funksjon som heter place_order(). Funksjonen skal ta minst 5 parametere:

       ribbe - heltall og skal ha en standardverdi på 0.
       pinne - heltall og skal ha en standardverdi på 0.
       lute - heltall og skal ha en standardverdi på 0.
       nut - heltall og skal ha en standardverdi på 0.
       rein - heltall og skal ha en standardverdi på 0.

Parameterne representerer antall som blir bestilt av hver rett og skal lagres som en dictionary der nøklene/keys skal være navnet på rettene (samme som i oppgave 3.1) og verdi/value skal være antall som blir bestilt (antall skal være av datatypen int).

Dersom det blir bestilt reinsdyrstek skal funksjonen skrive ut ‘Buhuu’.

Til slutt skal funksjonen returnere dictionaryen som ble opprettet. Merk at denne skal returneres uavhengig av om 'Buhuu' blir skrevet ut.

Skriv ditt svar her",,"def place_order(ribbe=0,pinne=0,lute=0,nut=0,rein=0):

       dictionary = {
              ""Ribbe"": ribbe,
              ""Pinne"": pinne,
              ""lute"": lute,
              ""Nut"": nut,
              ""Rein"": rein
       }

       if rein > 0:
              print(""Buhuu"")
        #Hvis tallverdien som blir gitt i reinparameteren er større en 0, så printes
       #det ut ""Buhuu"", slik det er angitt i oppgaven.
       return dictionary",medium,0.4
